split,game,clip,frame_idx,status,is_bounce,y_soft,x_norm,y_norm,vx,vy,ax,ay,speed,accel_mag,dtheta,visible,interp,y_diff_back_1,y_diff_fut_1,x_diff_back_1,x_diff_fut_1,y_div_1,x_div_1,y_diff_back_2,y_diff_fut_2,x_diff_back_2,x_diff_fut_2,y_div_2,x_div_2,y_diff_back_3,y_diff_fut_3,x_diff_back_3,x_diff_fut_3,y_div_3,x_div_3,y_diff_back_4,y_diff_fut_4,x_diff_back_4,x_diff_fut_4,y_div_4,x_div_4,y_diff_back_5,y_diff_fut_5,x_diff_back_5,x_diff_fut_5,y_div_5,x_div_5,y_diff_back_6,y_diff_fut_6,x_diff_back_6,x_diff_fut_6,y_div_6,x_div_6,y_diff_back_7,y_diff_fut_7,x_diff_back_7,x_diff_fut_7,y_div_7,x_div_7,y_diff_back_8,y_diff_fut_8,x_diff_back_8,x_diff_fut_8,y_div_8,x_div_8,y_diff_back_9,y_diff_fut_9,x_diff_back_9,x_diff_fut_9,y_div_9,x_div_9,y_diff_back_10,y_diff_fut_10,x_diff_back_10,x_diff_fut_10,y_div_10,x_div_10
train,game4,Clip5,117,0,0,1.2135636681257875e-19,0.140625,0.6013889,-13.892858,16.071428,14.928572,-14.0,21.243877,20.466124,-0.052972566,1.0,0.0,30.0,-41.0,31.0,30.0,-1.3666667,0.9677419,58.0,-67.0,58.0,49.0,-1.1551723,0.8448276,77.0,34.0,82.0,44.0,0.44155845,0.53658533,95.0,105.0,107.0,119.0,1.1052631,1.1121495,107.0,156.0,128.0,177.0,1.4579439,1.3828125,117.0,197.0,149.0,227.0,1.6837606,1.52349,123.0,226.0,168.0,267.0,1.8373984,1.5892857,127.0,249.0,184.0,301.0,1.9606299,1.6358695,130.0,265.0,201.0,328.0,2.0384614,1.6318408,131.0,279.0,217.0,353.0,2.129771,1.626728
train,game4,Clip5,118,0,0,1.9287498479639178e-22,0.1171875,0.65833336,5.714286,-2.9285715,27.428572,-28.095238,6.421027,39.26409,-2.757214,1.0,0.0,41.0,-26.0,30.0,19.0,-0.63414633,0.6333333,71.0,75.0,61.0,74.0,1.0563381,1.2131147,99.0,146.0,88.0,149.0,1.4747474,1.6931818,118.0,197.0,112.0,207.0,1.6694915,1.8482143,136.0,238.0,137.0,257.0,1.75,1.8759124,148.0,267.0,158.0,297.0,1.804054,1.8797468,158.0,290.0,179.0,331.0,1.835443,1.849162,164.0,306.0,198.0,358.0,1.8658537,1.8080808,168.0,320.0,214.0,383.0,1.9047619,1.7897196,171.0,327.0,231.0,406.0,1.9122807,1.7575758
train,game4,Clip5,119,1,0,1.9654838241636744e-25,0.10234375,0.6944444,26.785715,-23.678572,28.428572,-29.02381,35.751213,40.627148,-0.25030714,1.0,0.0,26.0,101.0,19.0,93.0,3.8846152,4.894737,67.0,172.0,49.0,168.0,2.5671642,3.4285715,97.0,223.0,80.0,226.0,2.298969,2.825,125.0,264.0,107.0,276.0,2.112,2.5794392,144.0,293.0,131.0,316.0,2.034722,2.4122138,162.0,316.0,156.0,350.0,1.9506173,2.2435896,174.0,332.0,177.0,377.0,1.908046,2.1299436,184.0,346.0,198.0,402.0,1.8804348,2.030303,190.0,353.0,217.0,425.0,1.8578948,1.9585253,194.0,361.0,233.0,443.0,1.8608247,1.9012876
train,game4,Clip5,120,0,0,1.2842313672676012e-28,0.175,0.5541667,45.107143,-41.32143,17.833334,-17.5,61.17283,24.985552,-0.017719824,1.0,0.0,-101.0,71.0,93.0,75.0,-0.7029703,0.8064516,-75.0,122.0,74.0,133.0,-1.6266667,1.7972972,-34.0,163.0,44.0,183.0,-4.794118,4.159091,-4.0,192.0,13.0,223.0,-20.0,17.153845,24.0,215.0,14.0,257.0,8.958333,18.357141,43.0,231.0,38.0,284.0,5.3720927,7.473684,61.0,245.0,63.0,309.0,4.016393,4.904762,73.0,252.0,84.0,332.0,3.4520547,3.952381,83.0,260.0,105.0,350.0,3.13253,3.3333333,89.0,262.0,124.0,366.0,2.9438202,2.951613
train,game4,Clip5,121,0,0,5.380186160021138e-32,0.23359375,0.45555556,56.285713,-51.82143,1.0952381,1.5476191,76.508446,1.8959618,-0.0025021103,1.0,0.0,-71.0,51.0,75.0,58.0,-0.7183099,0.7733333,-172.0,92.0,168.0,108.0,-0.53488374,0.64285713,-146.0,121.0,149.0,148.0,-0.8287671,0.9932886,-105.0,144.0,119.0,182.0,-1.3714286,1.5294118,-75.0,160.0,88.0,209.0,-2.1333334,2.375,-47.0,174.0,61.0,234.0,-3.7021277,3.8360655,-28.0,181.0,37.0,257.0,-6.464286,6.9459457,-10.0,189.0,12.0,275.0,-18.900002,20.0,2.0,191.0,9.0,291.0,20.0,20.0,12.0,196.0,30.0,308.0,16.333332,10.266666
train,game4,Clip5,122,0,0,1.4452120129541458e-35,0.27890626,0.38472223,57.285713,-50.857143,-11.571428,14.761905,76.60354,18.756647,0.018103743,1.0,0.0,-51.0,41.0,58.0,50.0,-0.8039216,0.86206895,-122.0,70.0,133.0,90.0,-0.5737705,0.6766917,-223.0,93.0,226.0,124.0,-0.41704035,0.54867256,-197.0,109.0,207.0,151.0,-0.5532995,0.7294686,-156.0,123.0,177.0,176.0,-0.78846157,0.99435025,-126.0,130.0,146.0,199.0,-1.031746,1.3630137,-98.0,138.0,119.0,217.0,-1.4081633,1.8235294,-79.0,140.0,95.0,233.0,-1.772152,2.4526315,-61.0,145.0,70.0,250.0,-2.3770492,3.5714285,-49.0,145.0,49.0,263.0,-2.9591837,5.367347
train,game4,Clip5,123,0,0,2.4891212533275125e-39,0.31796876,0.32777777,46.642857,-37.535713,-9.047619,10.452381,59.870575,13.824315,0.048393905,1.0,0.0,-41.0,29.0,50.0,40.0,-0.7073171,0.8,-92.0,52.0,108.0,74.0,-0.5652174,0.6851852,-163.0,68.0,183.0,101.0,-0.41717792,0.55191255,-264.0,82.0,276.0,126.0,-0.31060606,0.45652175,-238.0,89.0,257.0,149.0,-0.3739496,0.5797665,-197.0,97.0,227.0,167.0,-0.49238577,0.73568285,-167.0,99.0,196.0,183.0,-0.5928144,0.93367344,-139.0,104.0,169.0,200.0,-0.74820143,1.183432,-120.0,104.0,145.0,213.0,-0.8666667,1.4689655,-102.0,104.0,120.0,224.0,-1.0196079,1.8666667
train,game4,Clip5,124,0,0,2.7487850079102147e-43,0.34921876,0.2875,38.5,-28.285715,-6.952381,7.6666665,47.773754,10.34956,0.043995947,1.0,0.0,-29.0,23.0,40.0,34.0,-0.79310346,0.84999996,-70.0,39.0,90.0,61.0,-0.55714285,0.67777777,-121.0,53.0,148.0,86.0,-0.43801653,0.5810811,-192.0,60.0,223.0,109.0,-0.3125,0.48878923,-293.0,68.0,316.0,127.0,-0.2320819,0.40189874,-267.0,70.0,297.0,143.0,-0.26217228,0.4814815,-226.0,75.0,267.0,160.0,-0.3318584,0.5992509,-196.0,75.0,236.0,173.0,-0.38265306,0.7330508,-168.0,75.0,209.0,184.0,-0.44642857,0.8803828,-149.0,71.0,185.0,194.0,-0.47651008,1.0486486
train,game4,Clip5,125,0,0,1.9463266273143323e-47,0.37578124,0.25555557,32.5,-21.178572,-5.3333335,6.1666665,38.79152,8.153049,0.056099888,1.0,0.0,-23.0,16.0,34.0,27.0,-0.6956522,0.7941176,-52.0,30.0,74.0,52.0,-0.5769231,0.7027027,-93.0,37.0,124.0,75.0,-0.39784947,0.6048387,-144.0,45.0,182.0,93.0,-0.3125,0.510989,-215.0,47.0,257.0,109.0,-0.21860465,0.4241245,-316.0,52.0,350.0,126.0,-0.16455697,0.35999998,-290.0,52.0,331.0,139.0,-0.17931035,0.41993958,-249.0,52.0,301.0,150.0,-0.20883535,0.49833888,-219.0,48.0,270.0,160.0,-0.21917808,0.5925926,-191.0,47.0,243.0,171.0,-0.2460733,0.7037037
train,game4,Clip5,126,0,0,8.836309217492221e-52,0.396875,0.23333333,27.535715,-15.75,-4.0238094,4.5,31.721886,6.0366416,0.05796807,1.0,0.0,-16.0,14.0,27.0,25.0,-0.87500006,0.9259259,-39.0,21.0,61.0,48.0,-0.53846157,0.78688526,-68.0,29.0,101.0,66.0,-0.4264706,0.65346533,-109.0,31.0,151.0,82.0,-0.28440368,0.54304636,-160.0,36.0,209.0,99.0,-0.225,0.47368422,-231.0,36.0,284.0,112.0,-0.15584415,0.3943662,-332.0,36.0,377.0,123.0,-0.10843374,0.32625994,-306.0,32.0,358.0,133.0,-0.104575165,0.3715084,-265.0,31.0,328.0,144.0,-0.116981134,0.4390244,-235.0,28.0,297.0,152.0,-0.11914894,0.5117845
train,game4,Clip5,127,0,0,2.572209372642415e-56,0.41640624,0.21388888,23.678572,-11.464286,-3.3095238,3.7857144,26.30788,5.0283775,0.0686672,1.0,0.0,-14.0,7.0,25.0,23.0,-0.50000006,0.91999996,-30.0,15.0,52.0,41.0,-0.5,0.7884615,-53.0,17.0,86.0,57.0,-0.32075474,0.6627907,-82.0,22.0,126.0,74.0,-0.2682927,0.5873016,-123.0,22.0,176.0,87.0,-0.1788618,0.4943182,-174.0,22.0,234.0,98.0,-0.12643678,0.41880342,-245.0,18.0,309.0,108.0,-0.073469386,0.34951457,-346.0,17.0,402.0,119.0,-0.049132947,0.2960199,-320.0,14.0,383.0,127.0,-0.04375,0.33159268,-279.0,10.0,353.0,134.0,-0.035842296,0.3796034
train,game4,Clip5,128,0,0,4.800892238919128e-61,0.434375,0.20416667,20.821428,-8.321428,-2.5,2.6904762,22.422712,3.6726913,0.070687234,1.0,0.0,-7.0,8.0,23.0,18.0,-1.1428573,0.7826087,-21.0,10.0,48.0,34.0,-0.4761905,0.7083333,-37.0,15.0,75.0,51.0,-0.4054054,0.68,-60.0,15.0,109.0,64.0,-0.25,0.58715594,-89.0,15.0,149.0,75.0,-0.16853933,0.5033557,-130.0,11.0,199.0,85.0,-0.08461539,0.42713568,-181.0,10.0,257.0,96.0,-0.055248618,0.37354085,-252.0,7.0,332.0,104.0,-0.027777778,0.31325302,-353.0,3.0,425.0,111.0,-0.008498584,0.26117647,-327.0,-3.0,406.0,120.0,0.0091743115,0.2955665
train,game4,Clip5,129,0,0,5.745367715230645e-66,0.4484375,0.19305556,18.5,-5.785714,-2.2380953,2.1904762,19.383614,3.131654,0.07710591,1.0,0.0,-8.0,2.0,18.0,16.0,-0.25000003,0.88888884,-15.0,7.0,41.0,33.0,-0.4666667,0.80487806,-29.0,7.0,66.0,46.0,-0.24137932,0.6969697,-45.0,7.0,93.0,57.0,-0.15555556,0.61290324,-68.0,3.0,127.0,67.0,-0.04411765,0.52755904,-97.0,2.0,167.0,78.0,-0.020618556,0.46706587,-138.0,-1.0,217.0,86.0,0.007246377,0.39631337,-189.0,-5.0,275.0,93.0,0.026455026,0.33818182,-260.0,-11.0,350.0,102.0,0.042307694,0.29142857,-361.0,-17.0,443.0,108.0,0.047091413,0.24379233
train,game4,Clip5,130,0,0,4.408531331463226e-71,0.4609375,0.19027779,16.25,-3.6785715,-1.9761904,1.6428572,16.661163,2.569885,0.080483206,1.0,0.0,-2.0,5.0,16.0,17.0,-2.5000012,1.0624999,-10.0,5.0,34.0,30.0,-0.50000006,0.8823529,-17.0,5.0,57.0,41.0,-0.29411766,0.71929824,-31.0,1.0,82.0,51.0,-0.032258067,0.6219512,-47.0,0.0,109.0,62.0,-0.0,0.56880736,-70.0,-3.0,143.0,70.0,0.042857144,0.48951048,-99.0,-7.0,183.0,77.0,0.07070707,0.420765,-140.0,-13.0,233.0,86.0,0.092857145,0.36909872,-191.0,-19.0,291.0,92.0,0.09947644,0.3161512,-262.0,-24.0,366.0,99.0,0.091603056,0.2704918
train,game4,Clip5,131,0,0,2.1689536131351845e-76,0.47421876,0.18333334,14.25,-1.8571428,-1.7380953,1.9047619,14.370507,2.5785835,0.0930261,1.0,0.0,-5.0,0.0,17.0,13.0,-0.0,0.76470584,-7.0,0.0,33.0,24.0,-0.0,0.7272727,-15.0,-4.0,51.0,34.0,0.26666668,0.6666666,-22.0,-5.0,74.0,45.0,0.22727273,0.6081081,-36.0,-8.0,99.0,53.0,0.22222222,0.53535354,-52.0,-12.0,126.0,60.0,0.23076923,0.47619048,-75.0,-18.0,160.0,69.0,0.24000001,0.43125,-104.0,-24.0,200.0,75.0,0.23076923,0.375,-145.0,-29.0,250.0,82.0,0.2,0.328,-196.0,-36.0,308.0,87.0,0.18367347,0.28246754
train,game4,Clip5,132,0,0,6.842059184017643e-82,0.484375,0.18333334,12.857142,-0.2857143,-1.5238096,1.4285715,12.860317,2.0887344,0.10737683,1.0,0.0,0.0,0.0,13.0,11.0,0.0,0.8461538,-5.0,-4.0,30.0,21.0,0.80000013,0.7,-7.0,-5.0,46.0,32.0,0.7142858,0.6956522,-15.0,-8.0,64.0,40.0,0.53333336,0.625,-22.0,-12.0,87.0,47.0,0.54545456,0.54022986,-36.0,-18.0,112.0,56.0,0.5,0.5,-52.0,-24.0,139.0,62.0,0.46153846,0.44604316,-75.0,-29.0,173.0,69.0,0.3866667,0.3988439,-104.0,-36.0,213.0,74.0,0.34615386,0.34741783,-145.0,-40.0,263.0,79.0,0.27586207,0.30038023
train,game4,Clip5,133,0,0,1.3838965267367376e-87,0.49296874,0.18333334,11.464286,0.8214286,-1.3571428,1.2619047,11.493676,1.8531704,0.093747415,1.0,0.0,0.0,-4.0,11.0,10.0,-20.0,0.9090908,0.0,-5.0,24.0,21.0,-20.0,0.87499994,-5.0,-8.0,41.0,29.0,1.6000003,0.70731705,-7.0,-12.0,57.0,36.0,1.714286,0.6315789,-15.0,-18.0,75.0,45.0,1.2,0.59999996,-22.0,-24.0,98.0,51.0,1.0909091,0.52040815,-36.0,-29.0,123.0,58.0,0.8055556,0.4715447,-52.0,-36.0,150.0,63.0,0.6923077,0.42,-75.0,-40.0,184.0,68.0,0.53333336,0.36956522,-104.0,-35.0,224.0,75.0,0.33653846,0.33482143
train,game4,Clip5,134,0,0,1.7947362817304427e-93,0.50078124,0.18888889,10.035714,2.0357144,-1.0238096,0.6904762,10.240102,1.2348859,0.12860268,1.0,0.0,4.0,-1.0,10.0,11.0,-0.24999994,1.0999999,4.0,-4.0,21.0,19.0,-0.99999976,0.90476185,4.0,-8.0,34.0,26.0,-1.9999995,0.76470584,-1.0,-14.0,51.0,35.0,14.000014,0.68627447,-3.0,-20.0,67.0,41.0,6.666669,0.61194026,-11.0,-25.0,85.0,48.0,2.2727275,0.56470585,-18.0,-32.0,108.0,53.0,1.7777779,0.49074075,-32.0,-36.0,133.0,58.0,1.125,0.43609023,-48.0,-31.0,160.0,65.0,0.6458334,0.40625,-71.0,-19.0,194.0,67.0,0.26760563,0.34536082
train,game4,Clip5,135,0,0,1.4923747614760575e-99,0.509375,0.19027779,9.25,2.9285715,-0.7380952,0.8095238,9.702527,1.0954969,0.106486306,1.0,0.0,1.0,-3.0,11.0,8.0,-2.999997,0.7272727,5.0,-7.0,21.0,15.0,-1.3999997,0.7142857,5.0,-13.0,32.0,24.0,-2.5999994,0.75,5.0,-19.0,45.0,30.0,-3.7999992,0.6666666,0.0,-24.0,62.0,37.0,-20.0,0.59677416,-2.0,-31.0,78.0,42.0,15.500008,0.5384615,-10.0,-35.0,96.0,47.0,3.5000002,0.4895833,-17.0,-30.0,119.0,54.0,1.764706,0.45378152,-31.0,-18.0,144.0,56.0,0.5806452,0.3888889,-47.0,-11.0,171.0,60.0,0.23404256,0.3508772
train,game4,Clip5,136,0,0,7.9567438919514e-106,0.515625,0.19444445,8.5,3.8214285,-0.7619048,0.88095236,9.319512,1.1647214,0.11588663,1.0,0.0,3.0,-4.0,8.0,7.0,-1.3333329,0.8749999,4.0,-10.0,19.0,16.0,-2.4999993,0.8421052,8.0,-16.0,29.0,22.0,-1.9999998,0.7586207,8.0,-21.0,40.0,29.0,-2.6249998,0.72499996,8.0,-28.0,53.0,34.0,-3.4999995,0.6415094,3.0,-32.0,70.0,39.0,-10.666663,0.55714285,1.0,-27.0,86.0,46.0,-20.0,0.53488374,-7.0,-15.0,104.0,48.0,2.1428576,0.46153846,-14.0,-8.0,127.0,52.0,0.5714286,0.4094488,-28.0,2.0,152.0,55.0,-0.071428575,0.3618421
train,game4,Clip5,137,0,0,2.720026237617272e-112,0.5210937,0.2,7.857143,4.392857,-0.61904764,0.9285714,9.001771,1.116004,0.08729153,1.0,0.0,4.0,-6.0,7.0,9.0,-1.4999996,1.2857141,7.0,-12.0,15.0,15.0,-1.7142855,0.99999994,8.0,-17.0,26.0,22.0,-2.1249998,0.8461538,12.0,-24.0,36.0,27.0,-1.9999999,0.75,12.0,-28.0,47.0,32.0,-2.3333333,0.68085104,12.0,-23.0,60.0,39.0,-1.9166665,0.65,7.0,-11.0,77.0,41.0,-1.5714283,0.53246754,5.0,-4.0,93.0,45.0,-0.79999983,0.48387095,-3.0,6.0,111.0,48.0,-2.0000007,0.43243244,-10.0,13.0,134.0,51.0,-1.3000001,0.38059703
train,game4,Clip5,138,0,0,5.961987174639196e-119,0.528125,0.20833333,7.107143,5.25,-0.5,0.5952381,8.835948,0.7773728,0.12642957,1.0,0.0,6.0,-6.0,9.0,6.0,-0.9999998,0.66666657,10.0,-11.0,16.0,13.0,-1.0999999,0.81249994,13.0,-18.0,24.0,18.0,-1.3846153,0.74999994,14.0,-22.0,35.0,23.0,-1.5714284,0.6571428,18.0,-17.0,45.0,30.0,-0.9444444,0.6666666,18.0,-5.0,56.0,32.0,-0.27777776,0.57142854,18.0,2.0,69.0,36.0,0.111111104,0.5217391,13.0,12.0,86.0,39.0,0.92307687,0.45348838,11.0,19.0,102.0,42.0,1.7272726,0.4117647,3.0,26.0,120.0,47.0,8.666664,0.39166665
train,game4,Clip5,139,0,0,8.378942533819369e-126,0.5328125,0.21666667,6.571429,5.535714,-0.6666667,0.071428575,8.592311,0.6704823,0.06383464,1.0,0.0,6.0,-5.0,6.0,7.0,-0.8333332,1.1666665,12.0,-12.0,15.0,12.0,-0.99999994,0.79999995,16.0,-16.0,22.0,17.0,-0.99999994,0.77272725,19.0,-11.0,30.0,24.0,-0.57894737,0.79999995,20.0,1.0,41.0,26.0,0.049999997,0.63414633,24.0,8.0,51.0,30.0,0.3333333,0.58823526,24.0,18.0,62.0,33.0,0.74999994,0.53225803,24.0,25.0,75.0,36.0,1.0416666,0.48,19.0,32.0,92.0,41.0,1.6842104,0.44565216,17.0,36.0,108.0,42.0,2.117647,0.3888889
train,game4,Clip5,140,0,0,7.550359258120274e-133,0.53828126,0.22361112,6.25,4.464286,-0.45238096,-1.4523809,7.6806474,1.5212032,-0.079810716,1.0,0.0,5.0,-7.0,7.0,5.0,-1.3999997,0.7142856,11.0,-11.0,13.0,10.0,-0.9999999,0.7692307,17.0,-6.0,22.0,17.0,-0.35294116,0.77272725,21.0,6.0,29.0,19.0,0.28571427,0.6551724,24.0,13.0,37.0,23.0,0.5416666,0.6216216,25.0,23.0,48.0,26.0,0.91999996,0.5416666,29.0,30.0,58.0,29.0,1.0344827,0.5,29.0,37.0,69.0,34.0,1.275862,0.49275362,29.0,41.0,82.0,35.0,1.4137931,0.42682925,24.0,46.0,99.0,38.0,1.9166666,0.3838384
train,game4,Clip5,141,0,0,7.550359258120274e-133,0.5421875,0.23333333,5.5,1.7142857,-0.47619048,-3.4761906,5.76097,3.5086546,-0.31810427,1.0,0.0,7.0,-4.0,5.0,5.0,-0.5714285,0.9999998,12.0,1.0,12.0,12.0,0.08333333,0.99999994,18.0,13.0,18.0,14.0,0.7222222,0.77777773,24.0,20.0,27.0,18.0,0.8333333,0.6666666,28.0,30.0,34.0,21.0,1.0714285,0.61764705,31.0,37.0,42.0,24.0,1.1935483,0.57142854,32.0,44.0,53.0,29.0,1.375,0.5471698,36.0,48.0,63.0,30.0,1.3333333,0.47619048,36.0,53.0,74.0,33.0,1.4722222,0.44594595,36.0,54.0,87.0,36.0,1.5,0.4137931
train,game4,Clip5,142,0,0,8.378942533819369e-126,0.54609376,0.23888889,5.0,-1.3214285,-0.61904764,-4.1190476,5.1716704,4.165306,-0.5605234,1.0,0.0,4.0,5.0,5.0,7.0,1.2499996,1.3999997,11.0,17.0,10.0,9.0,1.5454544,0.8999999,16.0,24.0,17.0,13.0,1.4999999,0.76470584,22.0,34.0,23.0,16.0,1.5454545,0.6956521,28.0,41.0,32.0,19.0,1.4642856,0.59375,32.0,48.0,39.0,24.0,1.5,0.6153846,35.0,52.0,47.0,25.0,1.4857142,0.5319149,36.0,57.0,58.0,28.0,1.5833333,0.4827586,40.0,58.0,68.0,31.0,1.4499999,0.45588234,40.0,63.0,79.0,33.0,1.5749999,0.4177215
train,game4,Clip5,143,0,0,5.961987174639196e-119,0.5515625,0.23194444,4.392857,-4.5,-0.5952381,-3.6666667,6.2886558,3.7146673,-0.53906757,1.0,0.0,-5.0,12.0,7.0,2.0,-2.4000006,0.28571424,-1.0,19.0,12.0,6.0,-19.00002,0.49999997,6.0,29.0,17.0,9.0,4.8333325,0.52941173,11.0,36.0,24.0,12.0,3.272727,0.49999997,17.0,43.0,30.0,17.0,2.5294116,0.56666666,23.0,47.0,39.0,18.0,2.0434783,0.46153846,27.0,52.0,46.0,21.0,1.9259259,0.45652172,30.0,53.0,54.0,24.0,1.7666667,0.44444445,31.0,58.0,65.0,26.0,1.8709676,0.4,35.0,60.0,75.0,29.0,1.7142856,0.38666666
train,game4,Clip5,144,0,0,2.720026237617272e-112,0.553125,0.21527778,3.9285715,-7.071429,-0.61904764,-1.6666666,8.089424,1.7779195,-0.26625204,1.0,0.0,-12.0,7.0,2.0,4.0,-0.5833334,1.999999,-17.0,17.0,9.0,7.0,-1.0,0.7777777,-13.0,24.0,14.0,10.0,-1.846154,0.7142857,-6.0,31.0,19.0,15.0,-5.1666675,0.78947365,-1.0,35.0,26.0,16.0,-20.0,0.6153846,5.0,40.0,32.0,19.0,7.9999986,0.59375,11.0,41.0,41.0,22.0,3.7272723,0.53658533,15.0,46.0,48.0,24.0,3.0666664,0.5,18.0,48.0,56.0,27.0,2.6666665,0.48214284,19.0,48.0,67.0,29.0,2.5263157,0.43283582
train,game4,Clip5,145,0,0,7.9567438919514e-106,0.55625,0.20555556,3.6785715,-8.321428,-0.16666667,0.21428572,9.098245,0.27147034,-0.090867,1.0,0.0,-7.0,10.0,4.0,3.0,-1.4285716,0.7499998,-19.0,17.0,6.0,6.0,-0.8947369,0.9999998,-24.0,24.0,13.0,11.0,-1.0,0.8461538,-20.0,28.0,18.0,12.0,-1.4000001,0.6666666,-13.0,33.0,23.0,15.0,-2.5384617,0.6521739,-8.0,34.0,30.0,18.0,-4.2500005,0.59999996,-2.0,39.0,36.0,20.0,-19.50001,0.5555555,4.0,41.0,45.0,23.0,10.249997,0.5111111,8.0,41.0,52.0,25.0,5.1249995,0.48076922,11.0,42.0,60.0,25.0,3.8181815,0.41666666
train,game4,Clip5,146,0,0,1.4923747614760575e-99,0.55859375,0.19166666,3.2142856,-7.857143,5.845324e-14,1.0952381,8.489189,1.0952381,-0.027912788,1.0,0.0,-10.0,7.0,3.0,3.0,-0.70000005,0.99999964,-17.0,14.0,7.0,8.0,-0.8235295,1.142857,-29.0,18.0,9.0,9.0,-0.6206897,0.9999999,-34.0,23.0,16.0,12.0,-0.67647064,0.74999994,-30.0,24.0,21.0,15.0,-0.8,0.7142857,-23.0,29.0,26.0,17.0,-1.2608696,0.65384614,-18.0,31.0,33.0,20.0,-1.7222223,0.60606056,-12.0,31.0,39.0,22.0,-2.5833335,0.56410253,-6.0,32.0,48.0,22.0,-5.3333344,0.4583333,-2.0,32.0,55.0,26.0,-16.000008,0.47272727
train,game4,Clip5,147,0,0,1.7947362817304427e-93,0.5609375,0.18194444,3.1785715,-6.785714,-0.26190478,0.95238096,7.4932795,0.9877366,0.04974812,1.0,0.0,-7.0,7.0,3.0,5.0,-1.0000001,1.6666662,-17.0,11.0,6.0,6.0,-0.64705884,0.9999998,-24.0,16.0,10.0,9.0,-0.6666667,0.8999999,-36.0,17.0,12.0,12.0,-0.47222224,0.99999994,-41.0,22.0,19.0,14.0,-0.5365854,0.7368421,-37.0,24.0,24.0,17.0,-0.6486487,0.7083333,-30.0,24.0,29.0,19.0,-0.8,0.6551724,-25.0,25.0,36.0,19.0,-1.0,0.5277778,-19.0,25.0,42.0,23.0,-1.3157896,0.54761904,-13.0,26.0,51.0,26.0,-2.0000002,0.5098039
train,game4,Clip5,148,0,0,1.3838965267367376e-87,0.5648438,0.17222223,3.0,-5.678571,-0.1904762,1.4523809,6.4223185,1.464818,0.047965094,1.0,0.0,-7.0,4.0,5.0,1.0,-0.57142866,0.19999996,-14.0,9.0,8.0,4.0,-0.6428572,0.49999994,-24.0,10.0,11.0,7.0,-0.4166667,0.63636357,-31.0,15.0,15.0,9.0,-0.48387098,0.59999996,-43.0,17.0,17.0,12.0,-0.39534885,0.7058823,-48.0,17.0,24.0,14.0,-0.3541667,0.5833333,-44.0,18.0,29.0,14.0,-0.4090909,0.4827586,-37.0,18.0,34.0,18.0,-0.4864865,0.52941173,-32.0,19.0,41.0,21.0,-0.59375,0.5121951,-26.0,18.0,47.0,23.0,-0.6923077,0.4893617
train,game4,Clip5,149,0,0,6.842059184017643e-82,0.565625,0.16666667,2.8214285,-4.642857,-0.26190478,0.9047619,5.4329166,0.9419067,0.06002449,1.0,0.0,-4.0,5.0,1.0,3.0,-1.2500004,2.999997,-11.0,6.0,6.0,6.0,-0.5454546,0.9999998,-18.0,11.0,9.0,8.0,-0.61111116,0.8888888,-28.0,13.0,12.0,11.0,-0.46428573,0.91666657,-35.0,13.0,16.0,13.0,-0.37142858,0.81249994,-47.0,14.0,18.0,13.0,-0.29787233,0.7222222,-52.0,14.0,25.0,17.0,-0.26923078,0.67999995,-48.0,15.0,30.0,20.0,-0.3125,0.6666666,-41.0,14.0,35.0,22.0,-0.34146342,0.6285714,-36.0,13.0,42.0,18.0,-0.36111113,0.42857143
train,game4,Clip5,150,0,0,2.1689536131351845e-76,0.5679687,0.15972222,2.6785715,-3.857143,-0.11904762,0.6666667,4.695987,0.67721254,0.060931247,1.0,0.0,-5.0,1.0,3.0,3.0,-0.20000003,0.99999964,-9.0,6.0,4.0,5.0,-0.66666675,1.2499996,-16.0,8.0,9.0,8.0,-0.50000006,0.8888888,-23.0,8.0,12.0,10.0,-0.3478261,0.83333325,-33.0,9.0,15.0,10.0,-0.27272728,0.6666666,-40.0,9.0,19.0,14.0,-0.22500001,0.7368421,-52.0,10.0,21.0,17.0,-0.1923077,0.80952376,-57.0,9.0,28.0,19.0,-0.15789475,0.6785714,-53.0,8.0,33.0,15.0,-0.1509434,0.45454544,-46.0,11.0,38.0,3.0,-0.23913044,0.078947365
train,game4,Clip5,151,0,0,4.408531331463226e-71,0.5703125,0.15833333,2.4642856,-2.9642856,0.071428575,0.64285713,3.8548274,0.6468132,0.08656437,1.0,0.0,-1.0,5.0,3.0,2.0,-5.000005,0.66666645,-6.0,7.0,6.0,5.0,-1.1666669,0.8333332,-10.0,7.0,7.0,7.0,-0.70000005,0.9999999,-17.0,8.0,12.0,7.0,-0.47058827,0.5833333,-24.0,8.0,15.0,11.0,-0.33333334,0.7333333,-34.0,9.0,18.0,14.0,-0.2647059,0.77777773,-41.0,8.0,22.0,16.0,-0.19512196,0.7272727,-53.0,7.0,24.0,12.0,-0.13207547,0.49999997,-58.0,10.0,31.0,0.0,-0.1724138,0.0,-54.0,8.0,36.0,9.0,-0.14814815,0.25
